| Algorithm         | prob      | n     | t                      | n_it   | f_opt                   | g_norm                 | fevals   | gevals   | nfails   | nnegeig   | cosmax   |
| NESTEROV          | CRAGGLVY  | 5000  | 12.725948572158813     | 5000   | 1688.2160598472844      | 0.06406048960195435    | 10004    | 10001    | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | CRAGGLVY  | 5000  | 3.609779119491577      | 118    | 1688.2153110123452      | 0.0009558763488540303  | 9023     | 120      | 1        | --        | --       |
| NESTEROV-bs_lbfgs | CRAGGLVY  | 5000  | 0.8923068046569824     | 149    | 1688.2153100713613      | 0.0009738341966021649  | 1926     | 151      | 7        | --        | --       |
| scipy_lbfgs       | CRAGGLVY  | 5000  | 0.12126398086547852    | 60     | 1688.2153103076514      | 0.00082827266772823    | 73       | 73       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | CURLY10   | 10000 | 10.336494207382202     | 5000   | -1003161.374719036      | 0.1321097755518047     | 10003    | 10001    | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | CURLY10   | 10000 | 18.727718830108643     | 5000   | -1003160.7823501275     | 0.0178154913088735     | 46521    | 5002     | 819      | --        | --       |
| NESTEROV-bs_lbfgs | CURLY10   | 10000 | 149.3572804927826      | 5000   | -1003153.1670177627     | 0.2800668931247223     | 432121   | 5002     | 0        | --        | --       |
| scipy_lbfgs       | CURLY10   | 10000 | 9.462228536605835      | 5000   | -1003162.6317177769     | 0.02669290314410762    | 5154     | 5154     | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | CURLY20   | 10000 | 14.629421710968018     | 5000   | -1003159.2333277857     | 0.4038622180174663     | 10003    | 10001    | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | CURLY20   | 10000 | 16.882336854934692     | 5000   | -1003158.3724388505     | 0.04477557930145748    | 29263    | 5002     | 856      | --        | --       |
| NESTEROV-bs_lbfgs | CURLY20   | 10000 | 254.2490553855896      | 5000   | -1003135.9003996665     | 1.3623452235337368     | 566347   | 5002     | 0        | --        | --       |
| scipy_lbfgs       | CURLY20   | 10000 | 11.661370038986206     | 5000   | -1003162.2728929527     | 0.07618211283969285    | 5124     | 5124     | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANA1 | 3000  | 0.16199135780334473    | 237    | 1.0000002187108268      | 0.0009389325420179533  | 476      | 475      | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANA1 | 3000  | 0.037154197692871094   | 4      | 1.000000801783912       | 4.4586742575408495e-05 | 299      | 6        | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANA1 | 3000  | 0.016465187072753906   | 4      | 1.0000023164029967      | 9.045584372867791e-05  | 114      | 6        | 0        | --        | --       |
| scipy_lbfgs       | DIXMAANA1 | 3000  | 0.0072438716888427734  | 9      | 1.0002602369299431      | 0.0008019704517380876  | 11       | 11       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANB  | 3000  | 0.3492872714996338     | 355    | 1.0000002395743266      | 0.0009816292661333854  | 712      | 711      | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANB  | 3000  | 0.041797637939453125   | 4      | 1.0000000176143433      | 5.599287707321004e-05  | 236      | 6        | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANB  | 3000  | 0.014131784439086914   | 4      | 1.0000000509253744      | 6.665866239596165e-05  | 67       | 6        | 1        | --        | --       |
| scipy_lbfgs       | DIXMAANB  | 3000  | 0.009143352508544922   | 9      | 1.0000100938776726      | 0.0006158030962490976  | 11       | 11       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANC  | 3000  | 0.5859949588775635     | 601    | 1.0000002026488108      | 0.0009209848366370192  | 1204     | 1203     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANC  | 3000  | 0.047363996505737305   | 4      | 1.0000000800749322      | 0.00017149352883738653 | 271      | 6        | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANC  | 3000  | 0.02106499671936035    | 4      | 1.0000031192689511      | 0.0005030225741398604  | 105      | 6        | 0        | --        | --       |
| scipy_lbfgs       | DIXMAANC  | 3000  | 0.010557889938354492   | 11     | 1.0000001567050585      | 8.299074456518169e-05  | 13       | 13       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAAND  | 3000  | 1.0067834854125977     | 1034   | 1.0000001981340754      | 0.0009459097043317137  | 2070     | 2069     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAAND  | 3000  | 0.06237912178039551    | 5      | 1.0000000085208         | 9.738760713521035e-05  | 360      | 7        | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAAND  | 3000  | 0.02006983757019043    | 5      | 1.0000042113089833      | 0.0006087379936464086  | 98       | 7        | 1        | --        | --       |
| scipy_lbfgs       | DIXMAAND  | 3000  | 0.011404037475585938   | 12     | 1.0000063122524319      | 0.0007019886026335744  | 14       | 14       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANE1 | 3000  | 1.0350797176361084     | 1605   | 1.0000331513806593      | 0.0009986252289363045  | 3212     | 3211     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANE1 | 3000  | 1.48378324508667       | 152    | 1.0001752298060187      | 0.0009884115502548573  | 12318    | 154      | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANE1 | 3000  | 0.1231241226196289     | 80     | 1.0011349303237436      | 0.0009519082289948136  | 797      | 82       | 9        | --        | --       |
| scipy_lbfgs       | DIXMAANE1 | 3000  | 0.04775738716125488    | 76     | 1.001214354221325       | 0.00087420754578069    | 81       | 81       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANF  | 3000  | 1.0108847618103027     | 1034   | 1.0000188378800265      | 0.000998436653596822   | 2070     | 2069     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANF  | 3000  | 1.3793797492980957     | 103    | 1.0000976357377451      | 0.0009919750667986517  | 8008     | 105      | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANF  | 3000  | 0.09660768508911133    | 33     | 1.001236624153047       | 0.000820571445260463   | 457      | 35       | 2        | --        | --       |
| scipy_lbfgs       | DIXMAANF  | 3000  | 0.03711581230163574    | 46     | 1.0008362980165506      | 0.0009272754546801426  | 49       | 49       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANG  | 3000  | 1.4499478340148926     | 1478   | 1.0000137274822396      | 0.0009999572779746098  | 2958     | 2957     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANG  | 3000  | 1.2851769924163818     | 94     | 1.0000827392869647      | 0.000988113170922971   | 7528     | 96       | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANG  | 3000  | 0.07682490348815918    | 26     | 1.001344743838645       | 0.000880233573933649   | 373      | 28       | 3        | --        | --       |
| scipy_lbfgs       | DIXMAANG  | 3000  | 0.040747880935668945   | 50     | 1.0006127595851422      | 0.0007388053284066293  | 52       | 52       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANH  | 3000  | 2.1421499252319336     | 2176   | 1.0000092695711995      | 0.0009990029739889036  | 4354     | 4353     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANH  | 3000  | 1.1956028938293457     | 90     | 1.0000780379592233      | 0.0009089982407835605  | 6961     | 92       | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANH  | 3000  | 0.07559609413146973    | 31     | 1.000972212953692       | 0.0007300245564758873  | 348      | 33       | 2        | --        | --       |
| scipy_lbfgs       | DIXMAANH  | 3000  | 0.03484463691711426    | 43     | 1.0009662717496823      | 0.000965907372410018   | 46       | 46       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANI1 | 3000  | 1.4967069625854492     | 2334   | 1.0002575370634614      | 0.0009996582174409913  | 4670     | 4669     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANI1 | 3000  | 3.8261613845825195     | 396    | 1.000531492510852       | 0.0009963959846757795  | 31350    | 398      | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANI1 | 3000  | 0.16128921508789062    | 83     | 1.023218483132112       | 0.0009366354412710336  | 1050     | 85       | 5        | --        | --       |
| scipy_lbfgs       | DIXMAANI1 | 3000  | 0.05814981460571289    | 96     | 1.0112623115655477      | 0.0009108862214588409  | 100      | 100      | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANJ  | 3000  | 1.1606130599975586     | 1180   | 1.0000100154145082      | 0.0009996826748010592  | 2362     | 2361     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANJ  | 3000  | 0.9802737236022949     | 72     | 1.0000411060772543      | 0.000933403827048934   | 5772     | 74       | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANJ  | 3000  | 0.09226441383361816    | 24     | 1.0049460863308426      | 0.0009538901580727133  | 450      | 26       | 1        | --        | --       |
| scipy_lbfgs       | DIXMAANJ  | 3000  | 0.046002864837646484   | 38     | 1.0006464740166374      | 0.0005320639521335826  | 42       | 42       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANK  | 3000  | 1.611417293548584      | 1651   | 1.0000073014489672      | 0.0009994221980190552  | 3304     | 3303     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANK  | 3000  | 0.9731645584106445     | 70     | 1.00002427494543        | 0.0009364151370166686  | 5673     | 72       | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANK  | 3000  | 0.08233857154846191    | 24     | 1.003227739894178       | 0.0006572068192782285  | 405      | 26       | 2        | --        | --       |
| scipy_lbfgs       | DIXMAANK  | 3000  | 0.025165081024169922   | 30     | 1.0015342519077375      | 0.0006470894806855595  | 33       | 33       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANL  | 3000  | 2.3372302055358887     | 2376   | 1.0000052146804832      | 0.00099908544784783    | 4754     | 4753     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANL  | 3000  | 0.8879959583282471     | 65     | 1.0000227772770443      | 0.0009559798059936667  | 5189     | 67       | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANL  | 3000  | 0.08376169204711914    | 24     | 1.0027063567159584      | 0.0008414789191077621  | 405      | 26       | 1        | --        | --       |
| scipy_lbfgs       | DIXMAANL  | 3000  | 0.031087875366210938   | 37     | 1.0002975743671665      | 0.0008299733435082703  | 40       | 40       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANM1 | 3000  | 0.9553549289703369     | 1476   | 1.0004035145445815      | 0.000999610295972133   | 2954     | 2953     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANM1 | 3000  | 6.251250982284546      | 641    | 1.000432466186073       | 0.000997097197593631   | 50204    | 643      | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANM1 | 3000  | 0.22761940956115723    | 121    | 1.030051811207432       | 0.0009499260700302247  | 1478     | 123      | 7        | --        | --       |
| scipy_lbfgs       | DIXMAANM1 | 3000  | 0.058141469955444336   | 95     | 1.0103517626035619      | 0.0008297833459288146  | 100      | 100      | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANN  | 3000  | 1.0704779624938965     | 1092   | 1.000035403704085       | 0.0009993048576858391  | 2186     | 2185     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANN  | 3000  | 2.6188247203826904     | 188    | 1.0001014454014983      | 0.0009840081715129447  | 15227    | 190      | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANN  | 3000  | 0.15907549858093262    | 50     | 1.0030445465926177      | 0.0009873287448376416  | 783      | 52       | 5        | --        | --       |
| scipy_lbfgs       | DIXMAANN  | 3000  | 0.036489009857177734   | 46     | 1.0030454717733681      | 0.0008306800247338933  | 48       | 48       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANO  | 3000  | 1.4309093952178955     | 1462   | 1.0000256083114245      | 0.0009992188588750838  | 2926     | 2925     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANO  | 3000  | 1.5578224658966064     | 111    | 1.0002887135750358      | 0.0009903229989832753  | 9133     | 113      | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANO  | 3000  | 0.13702392578125       | 52     | 1.0017178150881922      | 0.000978143651198838   | 665      | 54       | 5        | --        | --       |
